Project_ID,Emirate,Project_Name,Type_of_Work,Contractor,Start_Date,End_Date,Actual_End_Date,Task_Status,Budget,Cost,Cost_Variance,Labor_Hours
PRJ-UAE-733,Dubai,Landscape Enhancement Work At Dubai Media City,Maintenance,Vendor E,19/08/2023,09/10/2023,15/10/2023,Completed,2034202,1889267.98,-144934.02,2464
PRJ-UAE-502,Fujairah,Deira City Center,Machine Marking TP,Vendor D,19/08/2023,29/10/2023,20/11/2023,Completed,782055,759212.48,-22842.52,1280
PRJ-UAE-643,dubai,"DWC/DAS/025-24 Miscellaneous Works for Airshow Al Maktoum International Airport, Dubai, UAE",Machine Marking TP,Vendor D,19/08/2023,31/10/2023,28/10/2023,Completed,2429073,2857538.58,428465.58,514
PRJ-UAE-851,Dubai,Emaar South Development Phase-2 Golf Course,Epoxy Floor Coating System,Vendor F,20/08/2023,14/11/2023,21/11/2023,Completed,2088434,2132250.88,43816.88,1858
PRJ-UAE-730,Sharjah,R 1722 Internal Roads in Al Qadisiya Area in Kalba,Premarking,Vendor B,21/08/2023,07/10/2023,31/10/2023,Completed,445447,440643.02,-4803.98,1829
PRJ-UAE-635,Al Ain,Road Marking at Al Ain,Cleaning,Vendor B,21/08/2023,22/09/2023,19/09/2023,Completed,1406142,1338006.82,-68135.18,
PRJ-UAE-345,UAQ,R-1604 Roads and Parking for Khadija Bint Khuwatlid Masjid in Al Waha Area,Cleaning,Vendor F,22/08/2023,13/10/2023,19/10/2023,Completed,772126,719378.62,-52747.38,167
PRJ-UAE-890,RAK,West Green School,Cold Marking,Vendor F,22/08/2023,06/10/2023,29/10/2023,Completed,640556,644400.44,3844.44,2445
PRJ-UAE-225,Al Ain,Painting Of Road Markers And Lines At emarat Buildings Terminal And Service Stations,Hand Marking TP,Vendor D,22/08/2023,04/10/2023,24/10/2023,Completed,718534,713219.47,-5314.53,1925
PRJ-UAE-547,Abu Dhabi,Blue Island Marking in Al Hudayriyat Island (West) Marsana Ext. Abu Dhabi,Machine Marking TP,Vendor C,22/08/2023,30/10/2023,27/10/2023,Completed,2376787,2841403.02,464616.02,727
PRJ-UAE-713,Dubai,"Design & Construction of South Bay Infrastructure, Landscape and Lagoon Works at The Residential District of Dubai South, Dubai",Premarking,Vendor D,23/08/2023,18/09/2023,03/10/2023,Completed,2326268,2283340.28,-42927.72,1259
PRJ-UAE-518,Dubai,AL WASL CLUB DUBAI,Machine Marking TP,Vendor D,24/08/2023,29/09/2023,28/09/2023,Completed,2125325,2085267.97,-40057.03,56
PRJ-UAE-634,Dubai,"Amazon Warehouse Ras Al Khor, Dubai, UAE",Hand Marking TP,Vendor G,24/08/2023,02/11/2023,31/10/2023,Completed,684844,700167.62,15323.62,302
PRJ-UAE-415,Abu Dhabi,Management & Treatment of Medical and Hazardous Wastes in Abu Dhabi & Dhafra Area,Cleaning,Vendor D,25/08/2023,21/11/2023,14/12/2023,Completed,2257651,2266019.31,8368.31,1546
PRJ-UAE-797,Dubai,"Proposed G+12 FL 2Nos Residential Building & B+G+1 FL Club House Building on Plot No: 3260588, Al Jadaf -Dubai",Maintenance,Vendor C,25/08/2023,26/09/2023,24/09/2023,Completed,2347275,2311781.65,-35493.35,343
PRJ-UAE-204,Al Ain,": Road Marking Works at Plant Areas in Umm Al Quwain and Ras Al Khaimah, UAE",Epoxy Floor Coating System,Vendor B,25/08/2023,08/10/2023,15/10/2023,Completed,1047029,1005987.45,-41041.55,1697
PRJ-UAE-772,Abu Dhabi,Miscellaneous Work Inside Abu Dhabi Island 2/2016,Cleaning,Vendor F,26/08/2023,28/10/2023,01/11/2023,Completed,2243461,2676742.04,433281.04,1938
PRJ-UAE-477,Dubai,"Community Facility Mira Reem Al Yalayis, Dubai - UAE",Epoxy Floor Coating System,Vendor G,27/08/2023,13/09/2023,09/09/2023,Completed,1974907,2096830.87,121923.87,778
PRJ-UAE-705,Dubai,G+M+R Retail &Warehouse Facility on Plot # 5992351 at Jebel Ali for Harman M.E. #P7038,Premarking,Vendor F,28/08/2023,21/11/2023,28/11/2023,Completed,1613423,1532430.47,-80992.53,1448
PRJ-UAE-417,Dubai,"Gemini Splendor,Nad Al Sheba 1 - Dubai",Premarking,Vendor F,28/08/2023,16/09/2023,05/10/2023,Completed,1263802,1333026.75,69224.75,681
PRJ-UAE-133,RAK,Madinat Zayed Camel Race Track - Western Region,Machine Marking TP,Vendor G,28/08/2023,12/10/2023,12/10/2023,Completed,356290,395140.79,38850.79,1271
PRJ-UAE-766,Abu Dhabi,"ADNOC Ruwais,Abu Dhabi",Hand Marking TP,Vendor G,29/08/2023,14/09/2023,24/09/2023,Completed,1457878,1357957.89,-99920.11,507
PRJ-UAE-144,Sharjah,"Saeed Bin Usman Bin Affan Mosque Shaghrafah 2, Al Rahmaniya Sharjah",Machine Marking TP,Vendor B,29/08/2023,24/09/2023,23/09/2023,Completed,1436784,1347751.76,-89032.24,1126
PRJ-UAE-369,Dubai,1124 - Improvement of Saih Al Dahal Street from Saih Al Salam to MBR Solar Park - Dubai.,Hand Marking TP,Vendor G,29/08/2023,31/10/2023,30/10/2023,Completed,515986,479521.79,-36464.21,741
PRJ-UAE-339,Ajman,ADAC063/2024 - Pavement Marking Work at Taxi Parking Area at Terminal A Carpark,Epoxy Floor Coating System,Vendor F,30/08/2023,18/09/2023,25/09/2023,Completed,797015,773799.31,-23215.69,596
PRJ-UAE-177,Abu Dhabi,Road Marking at Liwa - Abu Dhabi,Epoxy Floor Coating System,Vendor F,30/08/2023,09/10/2023,14/10/2023,Completed,2475022,2502792.99,27770.99,1460
PRJ-UAE-369,Sharjah,Infrastructure Work for Phase 3 at Masaar - Sharjah (DJ-634),Epoxy Floor Coating System,Vendor A,30/08/2023,11/10/2023,05/11/2023,Completed,418060,384975.12,-33084.88,2351
PRJ-UAE-766,Sharjah,Road Marking In Sharjah Emirates,Premarking,Vendor G,31/08/2023,13/10/2023,31/10/2023,Completed,1261749,1492914.76,231165.76,896
PRJ-UAE-720,Al Ain,CMW-18027-C001 Al Ain,Maintenance,Vendor G,31/08/2023,17/10/2023,13/10/2023,Completed,1440294,1385251.18,-55042.82,417
PRJ-UAE-423,Abu Dhabi,"Burjeel Medical City- Road Marking Works, MBZ, Abu Dhabi-UAE",Machine Marking TP,Vendor F,31/08/2023,11/11/2023,19/11/2023,Completed,1043564,991600.48,-51963.52,1052
PRJ-UAE-799,Dubai,"Dragon  Hotel at Dragon City, Dubai Uae",Epoxy Floor Coating System,Vendor F,01/09/2023,13/10/2023,17/10/2023,Completed,1444423,1367148.67,-77274.33,2302
PRJ-UAE-871,Abu Dhabi,Infront of Hamad Al Ameri Building - Abu Dhabi,Maintenance,Vendor C,01/09/2023,04/10/2023,09/10/2023,Completed,2103969,2068517.91,-35451.09,2568
PRJ-UAE-269,Abu Dhabi,"Jersey Blocks/Concrete Blocks at CMA Terminals , Khalifa Port-Abu Dhabi.",  Sand Blasting   ,Vendor A,01/09/2023,20/10/2023,06/11/2023,Completed,2381211,2895496.26,514285.26,1565
PRJ-UAE-655,Dubai,"Road Marking Work at Al Mizhar First, Dubai, UAE",Premarking,Vendor E,02/09/2023,28/11/2023,17/12/2023,Completed,1829274,1885847.62,56573.62,1962
PRJ-UAE-870,Dubai,"Road marking works at Gems School, Sports city, Dubai -UAE",Maintenance,Vendor D,03/09/2023,13/11/2023,22/11/2023,Completed,2424817,2265184.5,-159632.5,1559
PRJ-UAE-735,Dubai,"RTA RSA Work Phase 01 at Tamam Vehicle Testing Centre, Ras Al khor- Dubai",Premarking,Vendor E,04/09/2023,22/10/2023,31/10/2023,Completed,1963840,1972101.72,8261.72,1528
PRJ-UAE-635,Dubai,Etihad Rail (Package 2C Dubai),Hand Marking TP,Vendor G,04/09/2023,28/11/2023,06/12/2023,Completed,615226,582649.61,-32576.39,1706
PRJ-UAE-324,Al Ain,Rectification of Master Training Facilities Program-Constraction Package -13C,Epoxy Floor Coating System,Vendor G,05/09/2023,12/11/2023,08/11/2023,Completed,1498243,1816763.68,318520.68,2738
PRJ-UAE-180,Dubai,"183-PROPOSED AIRSIDE NEW FENCE AND NEW DIVERSION ROAD, DWC Airport-Dubai",Hand Marking TP,Vendor G,05/09/2023,30/10/2023,16/11/2023,Completed,1868811,2077768.84,208957.84,2669
PRJ-UAE-130,Dubai,ADDITIONAL  ENTRANCE AND EXIT  ROAD AT AL KHALIL ROAD -DUBAI (DJ-548),Machine Marking TP,Vendor G,06/09/2023,25/11/2023,06/12/2023,Completed,652232,788362.05,136130.05,2358
PRJ-UAE-390,Dubai,DAS23/31 - Miscellanious Works For Dubai Airshow 2023,Cold Marking,Vendor E,06/09/2023,22/11/2023,20/11/2023,Completed,1910973,1778452,-132521,452
PRJ-UAE-863,Sharjah,"R 1915 Proposed Asphalt Road in Al-Mowrrada-8, Sharjah",Hand Marking TP,Vendor C,07/09/2023,19/10/2023,27/10/2023,Completed,1338143,1352952.65,14809.65,1233
PRJ-UAE-435,abu dhabi,"Construction of Process Building Facility in Zone -1 Hameem, Abu Dhabi",Cold Marking,Vendor G,07/09/2023,20/10/2023,16/10/2023,Completed,502051,517026.57,14975.57,66
PRJ-UAE-685,Dubai,Proposed (G+2) Building Data Center on Plot No. 29-007 Building 4 at DSO Dubai - UAE,Premarking,Vendor G,08/09/2023,24/10/2023,14/11/2023,Completed,1384856,1358519.2,-26336.8,2780
PRJ-UAE-201,Dubai,"Proposed Residential/Commercial Building on Plot No.JVT05IHRA001 in Jumeirah Village Triangle, Dubai",Premarking,Vendor D,08/09/2023,21/11/2023,20/11/2023,Completed,1460806,1582806.06,122000.06,256
PRJ-UAE-815,Sharjah,"Road Marking Works at Khorfakkan Beach, Sharjah -UAE",Hand Marking TP,Vendor D,08/09/2023,23/11/2023,21/11/2023,Completed,741878,851406.47,109528.47,2459
PRJ-UAE-412,UAQ,CMW-22116-C001,Sand Blasting,Vendor C,09/09/2023,01/10/2023,09/10/2023,Completed,654630,772974.37,118344.37,1789
PRJ-UAE-846,Dubai,284-Propsed MRO Facility (B+G+M+2+R) for M/s Execujet ME Co.LLC at Dubai South,Cleaning,Vendor C,09/09/2023,05/10/2023,29/10/2023,Completed,1540105,1622188.89,82083.89,783
PRJ-UAE-232,Dubai,Parking Modification Works at Dubai Camel Racing Club,Sand Blasting,Vendor D,11/09/2023,18/10/2023,17/10/2023,Completed,1563504,1496260.2,-67243.8,341
PRJ-UAE-529,,R1164- ROADS & PARKING FOR SPORTS HALL IN  BATAYA SPORTS CLUB,Epoxy Floor Coating System,Vendor G,11/09/2023,04/11/2023,28/11/2023,Completed,474494,437891.44,-36602.56,1079
PRJ-UAE-645,Sharjah,Road Marking Al Ghubaiba - Sharjah,Hand Marking TP,Vendor C,12/09/2023,30/10/2023,14/11/2023,Completed,1483420,1425541.65,-57878.35,184
PRJ-UAE-480,Sharjah,R1266D -Upgrade the internal roads in Kalba City-Package-1,Hand Marking TP,Vendor A,12/09/2023,09/10/2023,31/10/2023,Completed,1220605,1255666.05,35061.05,2247
PRJ-UAE-727,Abu Dhabi,Zayed National Museum Abu Dhabi-UAE,  Hand Marking TP   ,Vendor C,13/09/2023,26/10/2023,20/11/2023,Completed,1612152,1886078.57,273926.57,2749
PRJ-UAE-799,Dubai,P301A Dubai Harbour Marine Operations,Maintenance,Vendor E,13/09/2023,02/11/2023,29/10/2023,Completed,2147306,2104324.43,-42981.57,381
PRJ-UAE-265,Abu Dhabi,"Thermoplastic road marking Liwa, Abu Dhabi",Sand Blasting,Vendor A,14/09/2023,22/11/2023,22/11/2023,Completed,706051,693953.36,-12097.64,2792
PRJ-UAE-172,Dubai,"Road Marking at Meydan, Dubai",Premarking,Vendor C,14/09/2023,07/10/2023,11/10/2023,Completed,1205237,1260657.45,55420.45,1172
PRJ-UAE-329,Dubai,Dubai Toyota Showroom Parking Areas,Sand Blasting,Vendor C,16/09/2023,05/12/2023,05/12/2023,Completed,604862,653377.36,48515.36,455
PRJ-UAE-291,Dubai,Dubai Cycle Track From Saih Al Salam To Nad Al Shiba,Machine Marking TP,Vendor C,16/09/2023,14/10/2023,24/10/2023,Completed,1119566,1072250.16,-47315.84,1743
PRJ-UAE-180,Dubai,"183-PROPOSED AIRSIDE NEW FENCE AND NEW DIVERSION ROAD, DWC Airport-Dubai",Cleaning,Vendor C,16/09/2023,06/10/2023,19/10/2023,Completed,2035774,2090425.7,54651.7,2387
PRJ-UAE-451,Sharjah,R 1466 Proposed Road & Parking for Family Development Center in Al Dhaid,Hand Marking TP,Vendor C,17/09/2023,08/11/2023,16/11/2023,Completed,855222,874802.81,19580.81,912
PRJ-UAE-287,Abu Dhabi,"Road marking works at Al Salam Street, Abu Dhabi - UAE",Cold Marking,Vendor E,17/09/2023,28/11/2023,11/12/2023,Completed,1676582,1766579.6,89997.6,967
PRJ-UAE-241,Dubai,"Building Car Parking Area Marking Works at Liwan, Dubai â€“ UAE",Cleaning,Vendor E,17/09/2023,04/10/2023,19/10/2023,Completed,953929,1087391.38,133462.38,1585
PRJ-UAE-694,Abu Dhabi,Louvre - Abu Dhabi,Premarking,Vendor F,18/09/2023,20/10/2023,27/10/2023,Completed,862699,803539.3,-59159.7,1483
PRJ-UAE-165,Sharjah,TV STATION AT AL DHAID,Premarking,Vendor F,19/09/2023,14/10/2023,08/11/2023,Completed,323792,329511.53,5719.53,2723
PRJ-UAE-645,UAQ,AUH104 AL WATHBA 2018,Machine Marking TP,Vendor E,20/09/2023,02/12/2023,13/12/2023,Completed,255670,236133.44,-19536.56,2142
PRJ-UAE-866,Abu Dhabi,Abu Dhabi Corniche - Al Bahar Road Marking,Premarking,Vendor C,20/09/2023,14/10/2023,04/11/2023,Completed,2120274,2039411.17,-80862.83,2528
PRJ-UAE-829,Ajman,Internal Road Marking And Parking Marking,Machine Marking TP,Vendor B,21/09/2023,10/12/2023,06/12/2023,Completed,241703,227651.03,-14051.97,330
PRJ-UAE-655,Abu Dhabi,10221000000 Package 13C Abu Dhabi,Hand Marking TP,Vendor E,21/09/2023,18/11/2023,01/12/2023,Completed,2256367,2121045.29,-135321.71,968
PRJ-UAE-311,Ajman,KP0129-Road Marking Works - Damac Aykon Tower B,Sand Blasting,Vendor B,22/09/2023,16/10/2023,21/10/2023,Completed,400904,414116.56,13212.56,2758
PRJ-UAE-448,Sharjah,"Road marking works at Rugabah, Seiyum (Dist.) Sharjah, UAE (ADNOC)",Cleaning,Vendor F,23/09/2023,12/11/2023,28/11/2023,Completed,464513,433623.95,-30889.05,873
PRJ-UAE-271,Abu Dhabi,BLOOM GRADEN NURSERY  PARKING & ROAD PAVING ABU DHABI,Hand Marking TP,Vendor G,23/09/2023,17/12/2023,11/01/2024,Completed,662773,736724.37,73951.37,2287
PRJ-UAE-786,RAK,Etihad Rail Projects - Azan RAK,Epoxy Floor Coating System,Vendor B,24/09/2023,08/11/2023,12/11/2023,Completed,505891,517966.77,12075.77,2799
PRJ-UAE-381,Al Ain,P968 Commercial Development in Abu Dhabi Equestrain Club,Epoxy Floor Coating System,Vendor A,24/09/2023,06/12/2023,05/12/2023,Completed,909825,959292.89,49467.89,409
PRJ-UAE-765,Ajman,R1519 Construction of Double Road Leading to Bidhiyqa Prayer Hall Al Qarayen 3 & 4,Cleaning,Vendor A,24/09/2023,19/10/2023,06/11/2023,Completed,783529,763012.75,-20516.25,1833
PRJ-UAE-342,Abu Dhabi,"American community School,Saadiyat - Abu Dhabi",Cleaning,Vendor G,25/09/2023,19/11/2023,13/12/2023,Completed,865329,832119.62,-33209.38,2341
PRJ-UAE-740,Sharjah,Construction of Link road between Dubai-Hatta Road and Sharjah-Kalba Road Passing through Wadi Al Qawr Area-Package 2,Premarking,Vendor D,25/09/2023,21/11/2023,19/11/2023,Completed,610730,610294.11,-435.89,212
PRJ-UAE-288,Al Ain,Kerb Painting Works - Sobha Hartland,Hand Marking TP,Vendor F,27/09/2023,02/12/2023,28/11/2023,Completed,1233792,1900555.61,666763.61,88
PRJ-UAE-315,Fujairah,R 1912 - PARKING AND FOOTHPATH FOR SAEED BIN SAIF BIN MU,Epoxy Floor Coating System,Vendor E,28/09/2023,29/11/2023,28/11/2023,Completed,850286,785490.66,-64795.34,276
PRJ-UAE-816,Abu Dhabi,"Refurbishment of Existing Building and Construction of New Buildings for Astra Polymers at Kizad, Abu Dhabi, U.A.E.",Sand Blasting,Vendor B,29/09/2023,12/12/2023,11/12/2023,Completed,514917,512008.75,-2908.25,525
PRJ-UAE-812,Abu Dhabi,"Proposed Manufacturing plant for Aqua Chemie at Plot no 23, KHIA-8, KIZAD, Abu Dhabi, UAE",Cold Marking,Vendor F,29/09/2023,12/11/2023,07/12/2023,Completed,2219867,2234413.98,14546.98,2573
PRJ-UAE-366,Sharjah,Victoria International School - Plot No.316 at Al Tawi Hamded - Maleeha -  Sharjah,Cold Marking,Vendor B,29/09/2023,10/12/2023,30/12/2023,Completed,672419,813229.49,140810.49,1983
PRJ-UAE-171,Abu Dhabi,Abu Dhabi Cornich-Al Bahar Road Marking,Cleaning,Vendor F,30/09/2023,06/12/2023,23/12/2023,Completed,2469337,2298777.45,-170559.55,1185
PRJ-UAE-611,Abu Dhabi,Shamal Development - Topsides and Infrastructure Works - Abu Dhabi,Maintenance,Vendor G,01/10/2023,26/11/2023,25/11/2023,Completed,2317758,2315955.02,-1802.98,1914
PRJ-UAE-898,Dubai,"Greenwood and Legend Road Marking Works at  , Damac Hills, Dubai, UAE",Sand Blasting,Vendor F,02/10/2023,14/12/2023,14/12/2023,Completed,1283733,2155106.79,871373.79,1643
PRJ-UAE-895,Abu Dhabi,Bus Stop Marking - Saadiyath - Abu Dhabi,Epoxy Floor Coating System,Vendor A,03/10/2023,16/12/2023,21/12/2023,Completed,1763743,1841947.38,78204.38,1129
PRJ-UAE-219,Abu Dhabi,AJ-449 - Noon E-Fullfillment Center in Kizad - Abu Dhabi,Hand Marking TP,Vendor G,04/10/2023,18/12/2023,14/12/2023,Completed,2045479,2408829.15,363350.15,1731
PRJ-UAE-470,Dubai,R881/3C2- Comprehensive Improvements of the Parallel Roads- Phase 3C2.,  Cold Marking   ,Vendor A,04/10/2023,03/11/2023,31/10/2023,Completed,827094,842167.23,15073.23,1663
PRJ-UAE-539,Al Ain,Painting of hatch and zebra line close to Tunnel 1,Machine Marking TP,Vendor F,05/10/2023,27/11/2023,18/12/2023,Completed,1434192,1468933.36,34741.36,1843
PRJ-UAE-619,Sharjah,Road Marking & Sand Blasting Works at Al Dhaid. Sharjah,Sand Blasting,Vendor B,05/10/2023,01/11/2023,15/11/2023,Completed,1172382,1431967.85,259585.85,2062
PRJ-UAE-618,Fujairah,Road Marking at Fujairah,Sand Blasting,Vendor F,05/10/2023,08/11/2023,17/11/2023,Completed,392077,411907.65,19830.65,1002
PRJ-UAE-866,Abu Dhabi,Abu Dhabi Corniche - Al Bahar Road Marking,Sand Blasting,Vendor B,06/10/2023,15/12/2023,11/12/2023,Completed,983494,1175864.77,192370.77,929
PRJ-UAE-898,Dubai,"Greenwood and Legend Road Marking Works at  , Damac Hills, Dubai, UAE",Machine Marking TP,Vendor F,06/10/2023,06/11/2023,06/11/2023,Completed,2093968,1933477.1,-160490.9,583
PRJ-UAE-238,Sharjah,OH-08-Warehouse-MERM Sharjah,Cleaning,Vendor E,06/10/2023,12/11/2023,07/12/2023,Completed,989206,947190.12,-42015.88,2117
PRJ-UAE-745,UAQ,Ewan residential compound- ( PACAKGE -1 RELOCATION OF CAR PARKING  ),Epoxy Floor Coating System,Vendor D,07/10/2023,31/10/2023,29/10/2023,Completed,388542,424762.11,36220.11,2166
PRJ-UAE-563,Sharjah,"Al Zahia South Gate,Sharjah",Machine Marking TP,Vendor F,07/10/2023,16/12/2023,12/12/2023,Completed,849744,1011960.47,162216.47,2227
PRJ-UAE-869,Abu Dhabi,"Abu Dhabi Future School Program (Phase7, Package 2)",Cleaning,Vendor A,08/10/2023,22/11/2023,22/11/2023,Completed,1108916,1127893.57,18977.57,566
PRJ-UAE-162,Sharjah,"ENOC Petrol Station,Sajja - Sharjah",Hand Marking TP,Vendor F,08/10/2023,14/12/2023,11/12/2023,Completed,1459355,1408438.93,-50916.07,536
PRJ-UAE-175,Ajman,OH-19-Terrasearch Gulf Soil Testing,Sand Blasting,Vendor F,09/10/2023,07/01/2024,12/01/2024,Completed,278056,327405.97,49349.97,1259
PRJ-UAE-848,Ajman,Storm Water Drinage Upgrade at EPCL Plant,Machine Marking TP,Vendor F,11/10/2023,15/11/2023,29/11/2023,Completed,566272,615558.28,49286.28,1148
PRJ-UAE-894,Sharjah,Kuwaiti Hospital Parking -Sharjah UAE,Cleaning,Vendor G,11/10/2023,29/11/2023,06/12/2023,Completed,,995033.58,17936.58,1201
PRJ-UAE-266,Fujairah,Masdar City-Variation 03,Premarking,Vendor B,12/10/2023,10/11/2023,01/12/2023,Completed,540106,550284.86,10178.86,2709
PRJ-UAE-645,Sharjah,Road Marking Al Ghubaiba - Sharjah,Hand Marking TP,Vendor F,13/10/2023,15/11/2023,15/11/2023,Completed,689310,690539.02,1229.02,531
PRJ-UAE-106,Abu Dhabi,Perma-Pipe ICAD Facility - Abu Dhabi,Cold Marking,Vendor D,13/10/2023,22/11/2023,07/12/2023,Completed,1847134,1716869.88,-130264.12,734
PRJ-UAE-534,Dubai,Dubai International Airport SP3/MSC/003-DA Terminal 1 Departure,Cleaning,Vendor F,13/10/2023,14/11/2023,04/12/2023,Completed,600826,559837.29,-40988.71,2616
PRJ-UAE-188,Dubai,Removal of Existing Marking & Application of Road Marking Works at Dubai Police HQ-Dubai,Cold Marking,Vendor E,13/10/2023,25/11/2023,30/11/2023,Completed,1608407,1525654.21,-82752.79,828
PRJ-UAE-471,Sharjah,"Kerb Stone Painting Near Garden Area in Sajaa Gas Plant,Sharjah",Maintenance,Vendor A,14/10/2023,08/01/2024,22/01/2024,Completed,1059422,1052179.38,-7242.62,155
PRJ-UAE-243,UAQ,"Construction of Marine Facilities at Barbera, Somaliland.",Hand Marking TP,Vendor C,14/10/2023,26/12/2023,26/12/2023,Completed,655593,783826.3,128233.3,1515
PRJ-UAE-822,Ajman,Al Barsha Community Centre-CDA,Hand Marking TP,Vendor E,14/10/2023,29/12/2023,22/01/2024,Completed,821821,760253.64,-61567.36,581
PRJ-UAE-126,Abu Dhabi,"P017-Temporary Asphalt Road Marking at Al Dabbiya, Abu Dhabi",Premarking,Vendor D,15/10/2023,29/11/2023,24/12/2023,Completed,1279267,1229585.04,-49681.96,1891
PRJ-UAE-177,Ajman,New U-Turn (Old E11 & Ghayathi Road),Epoxy Floor Coating System,Vendor D,15/10/2023,14/12/2023,14/12/2023,Completed,313842,294559.55,-19282.45,286
PRJ-UAE-835,Sharjah,R1221A - Sharjah Kalba Road Widening with Service Road Parking & Channel,Cold Marking,Vendor F,15/10/2023,07/11/2023,07/11/2023,Completed,442385,443717.71,1332.71,613
PRJ-UAE-407,Sharjah,Road Marking at Kalba Corniche,Cleaning,Vendor D,15/10/2023,30/12/2023,29/12/2023,Completed,934275,860423.27,-73851.73,431
PRJ-UAE-359,Sharjah,Road Marking at Sharjah Golf & Shooting Club,Cleaning,Vendor A,15/10/2023,17/11/2023,17/11/2023,Completed,510722,473374.44,-37347.56,2669
PRJ-UAE-508,Dubai,"Road marking works at HQ Building A&B, Dubai South - UAE",Hand Marking TP,Vendor C,16/10/2023,29/11/2023,08/12/2023,Completed,1817789,1866738.39,48949.39,591
PRJ-UAE-150,Dubai,C035-Design & Built of Upgrade of Seih Shuaib - Al Fayah Road (E75) to Dubai Carriageway at E311 and E611,Hand Marking TP,Vendor G,17/10/2023,26/11/2023,17/12/2023,Completed,,1692733.27,-84435.73,858
PRJ-UAE-139,Abu Dhabi,"ECC Processing Fitout, Zayed International Airport , Abu Dhabi",Premarking,Vendor C,17/10/2023,08/11/2023,20/11/2023,Completed,1958997,2214644.86,255647.86,1099
PRJ-UAE-123,Sharjah,Road Marking at Sharjah Skyway City,Epoxy Floor Coating System,Vendor D,17/10/2023,02/01/2024,30/12/2023,Completed,919398,866708.21,-52689.79,223
PRJ-UAE-492,Sharjah,R1584 -Madam-Sharjah,Epoxy Floor Coating System,Vendor C,18/10/2023,12/12/2023,09/12/2023,Completed,1079156,1001705.16,-77450.84,586
PRJ-UAE-598,Dubai,Road marking works at Dubai,Sand Blasting,Vendor F,19/10/2023,14/11/2023,14/11/2023,Completed,2318535,2837567.36,519032.36,1579
PRJ-UAE-157,Dubai,"Road Marking at Al Qudra, Dubai",Premarking,Vendor E,19/10/2023,15/11/2023,09/12/2023,Completed,1453801,1499472.18,45671.18,1324
PRJ-UAE-676,Dubai,Dubai Martime - Kuwait Street Project,Premarking,Vendor B,19/10/2023,28/11/2023,04/12/2023,Completed,992539,1087273.44,94734.44,1031
PRJ-UAE-114,Dubai,"Road Marking Works at The Square - Nad Al Sheba Gardens Dubai, - UAE",Hand Marking TP,Vendor A,19/10/2023,27/12/2023,18/01/2024,Completed,1382314,2550782.9,1168468.9,1793
PRJ-UAE-614,Ajman,Road and Infrastructure Works for The Jogging Track,Premarking,Vendor G,21/10/2023,18/11/2023,03/12/2023,Completed,867143,854990.33,-12152.67,2236
PRJ-UAE-537,Ajman,R1236-Parking for Water Treatment Plant Near EXPO Centre - Al Khan,Premarking,Vendor G,21/10/2023,02/01/2024,09/01/2024,Completed,274586,270707.98,-3878.02,2503
PRJ-UAE-582,Dubai,Road Marking at Dubai Science Park,Hand Marking TP,Vendor E,21/10/2023,17/01/2024,13/01/2024,Completed,2082732,1993195.2,-89536.8,848
PRJ-UAE-484,Dubai,"Damac Lagoons Backbone Roads at Dubai, UAE",Hand Marking TP,Vendor F,22/10/2023,29/12/2023,26/12/2023,Completed,2073039,2463028.33,389989.33,619
PRJ-UAE-858,Dubai,Proposed Entry-Exit on Sh Zayed Bin Hamdan Al Nahyan street Dubai UAE,Cold Marking,Vendor E,23/10/2023,15/11/2023,10/12/2023,Completed,1542034,1488486.01,-53547.99,1113
PRJ-UAE-286,Dubai,"R777/4B1 ENTRANCE TO JEWEL OF CREEK ,DUBAI",Premarking,Vendor E,23/10/2023,10/01/2024,31/01/2024,Completed,2376611,2411750.89,35139.89,272
PRJ-UAE-247,Dubai,"IMPROVEMENT OF AL AWIR ROADS & INTERNATIONAL CITY ACCESSES RlOOS/1, UAE",Premarking,Vendor G,23/10/2023,22/12/2023,18/12/2023,Completed,835488,1025698.85,190210.85,2495
PRJ-UAE-604,Sharjah,R1922 Modification of The Entrance at Sahab Rest Area in Khorfakkan,Hand Marking TP,Vendor D,23/10/2023,26/11/2023,09/12/2023,Completed,918452,886834.42,-31617.58,
PRJ-UAE-578,UAQ,NAD AL HAMAR PARKING,Sand Blasting,Vendor C,24/10/2023,27/11/2023,21/12/2023,Completed,184879,215397.07,30518.07,1885
PRJ-UAE-262,Fujairah,"Etihad Rail Project,Stage 2, Package 2D",Epoxy Floor Coating System,Vendor A,25/10/2023,13/01/2024,17/01/2024,Completed,693206,760070.47,66864.47,2676
PRJ-UAE-830,Dubai,Dubai Airport-Refurbishment Of Hammerhead,Cold Marking,Vendor C,26/10/2023,25/11/2023,16/12/2023,Completed,1966574,2187231.09,220657.09,2084
PRJ-UAE-331,Fujairah,BOH - P5 Extra Road Marking,Epoxy Floor Coating System,Vendor G,26/10/2023,16/12/2023,20/12/2023,Completed,409221,405096,-4125,1792
PRJ-UAE-390,Dubai,"Hassyan Clean Coal Power Plant-Phase1(4x600MW Net) ,Saih Shuaub, Dubai -UAE",Machine Marking TP,Vendor E,26/10/2023,14/01/2024,30/01/2024,Completed,1886365,1940501.64,54136.64,1086
